"","X","SearchName","Transcript","Participant","Corpus","Line","LineEnd","MatchId","URL","Before.Match","Text","After.Match","Number","Target.word","Target.word.start","Target.word.end","Target.teAkaSegment","Target.teAkaSegment.start","Target.teAkaSegment.end","time_0_5","f1_time_0_5","f2_time_0_5","Error"
"53",666,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","K001M-03.trs","K001M","MAONZE",230.517,233.923,"g_10;em_12_745;n_31392-n_31393;p_28;#=es_68_2995151;prefix=000666-;[0]=ew_0_6705;[1]=ew_0_6705","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=K001M-03.trs#es_68_2995151",NA,"Tuahuriri",NA,666,"Tuahuriri",232.867,233.457,"u",233.217,233.287,233.252,344,975,""
"54",671,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","K001M-03.trs","K001M","MAONZE",233.923,236.198,"g_10;em_12_746;n_31393-n_31394;p_28;#=es_68_2995225;prefix=000671-;[0]=ew_0_6708;[1]=ew_0_6708","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=K001M-03.trs#es_68_2995225",NA,"whakatipungia",NA,671,"whakatipungia",234.413,235.103,"u",234.853,234.963,234.908,336,713,""
"55",699,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","K001M-03.trs","K001M","MAONZE",264.591,269.19,"g_10;em_12_755;n_31402-n_31403;p_28;#=es_68_2996422;prefix=000699-;[0]=ew_0_6783;[1]=ew_0_6783","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=K001M-03.trs#es_68_2996422",NA,"hunga",NA,699,"hunga",264.991,265.241,"u",265.041,265.081,265.061,350,1021,""
"56",709,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","K001M-03.trs","K001M","MAONZE",274.471,278.052,"g_10;em_12_758;n_31405-n_31406;p_28;#=es_68_2996731;prefix=000709-;[0]=ew_0_6809;[1]=ew_0_6809","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=K001M-03.trs#es_68_2996731",NA,"puta",NA,709,"puta",274.721,274.971,"u",274.801,274.831,274.816,402,1095,""
"57",718,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","K001M-03.trs","K001M","MAONZE",280.239,282.77,"g_10;em_12_760;n_31407-n_31408;p_28;#=es_68_2996978;prefix=000718-;[0]=ew_0_1230673;[1]=ew_0_1230673","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=K001M-03.trs#es_68_2996978",NA,"Nga:puhi",NA,718,"Nga:puhi",281.569,282.119,"u",281.849,281.899,281.874,375,877,""
"58",784,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","K001M-04.trs","K001M","MAONZE",53.25,55.969,"g_9;em_12_569;n_31217-n_31218;p_28;#=es_68_2991091;prefix=000784-;[0]=ew_0_5213;[1]=ew_0_5213","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=K001M-04.trs#es_68_2991091",NA,"muri",NA,784,"muri",54.21,54.42,"u",54.29,54.34,54.315,342,849,""
"59",790,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","K001M-04.trs","K001M","MAONZE",61.876,64.206,"g_9;em_12_572;n_31220-n_31221;p_28;#=es_68_2991438;prefix=000790-;[0]=ew_0_5236;[1]=ew_0_5236","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=K001M-04.trs#es_68_2991438",NA,"whakatipungia",NA,790,"whakatipungia",62.876,63.496,"u",63.246,63.346,63.296,381,842,""
"60",818,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","K001M-04.trs","K001M","MAONZE",104.489,106.333,"g_9;em_12_586;n_31234-n_31235;p_28;#=es_68_2993045;prefix=000818-;[0]=ew_0_5347;[1]=ew_0_5347","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=K001M-04.trs#es_68_2993045",NA,"hunga",NA,818,"hunga",105.299,105.489,"u",105.349,105.379,105.364,339,1096,""
"61",881,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","K001M-04.trs","K001M","MAONZE",169.395,171.849,"g_9;em_12_608;n_31256-n_31257;p_28;#=es_68_2996049;prefix=000881-;[0]=ew_0_5520;[1]=ew_0_5520","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=K001M-04.trs#es_68_2996049",NA,"runga",NA,881,"runga",169.515,169.695,"u",169.565,169.615,169.59,402,975,""
"62",888,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","K001M-04.trs","K001M","MAONZE",174.436,177.749,"g_9;em_12_610;n_31258-n_31259;p_28;#=es_68_2996399;prefix=000888-;[0]=ew_0_5540;[1]=ew_0_5540","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=K001M-04.trs#es_68_2996399",NA,"puta",NA,888,"puta",175.946,176.176,"u",176.016,176.056,176.036,372,1288,""
"63",889,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","K001M-04.trs","K001M","MAONZE",177.749,179.782,"g_9;em_12_611;n_31259-n_31260;p_28;#=es_68_2996489;prefix=000889-;[0]=ew_0_5548;[1]=ew_0_5548","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=K001M-04.trs#es_68_2996489",NA,"hurihuri",NA,889,"hurihuri",178.379,178.779,"u",178.419,178.459,178.439,382,936,""
"64",891,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","K001M-04.trs","K001M","MAONZE",177.749,179.782,"g_9;em_12_611;n_31259-n_31260;p_28;#=es_68_2996509;prefix=000891-;[0]=ew_0_5548;[1]=ew_0_5548","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=K001M-04.trs#es_68_2996509",NA,"hurihuri",NA,891,"hurihuri",178.379,178.779,"u",178.629,178.689,178.659,363,1145,""
"65",904,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","K001M-04.trs","K001M","MAONZE",196.628,199.785,"g_9;em_12_616;n_31264-n_31265;p_28;#=es_68_2996903;prefix=000904-;[0]=ew_0_5581;[1]=ew_0_5581","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=K001M-04.trs#es_68_2996903",NA,"whakaputangia",NA,904,"whakaputangia",197.598,198.248,"u",197.898,197.938,197.918,405,1174,""
"66",906,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","K001M-04.trs","K001M","MAONZE",199.785,203.301,"g_9;em_12_617;n_31265-n_31266;p_28;#=es_68_2996985;prefix=000906-;[0]=ew_0_5588;[1]=ew_0_5588","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=K001M-04.trs#es_68_2996985",NA,"puta",NA,906,"puta",200.325,200.535,"u",200.385,200.425,200.405,379,1188,""
"67",926,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","K001M-04.trs","K001M","MAONZE",215.268,219.112,"g_9;em_12_623;n_31271-n_31272;p_28;#=es_68_2997496;prefix=000926-;[0]=ew_0_5638;[1]=ew_0_5638","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=K001M-04.trs#es_68_2997496",NA,"putanga",NA,926,"putanga",217.178,217.588,"u",217.268,217.318,217.293,386,1115,""
"68",941,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","K001M-04.trs","K001M","MAONZE",237.291,239.557,"g_9;em_12_630;n_31278-n_31279;p_28;#=es_68_2997901;prefix=000941-;[0]=ew_0_5694;[1]=ew_0_5694","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=K001M-04.trs#es_68_2997901",NA,"kura ",NA,941,"kura ",238.111,238.421,"u",238.201,238.261,238.231,340,1008,""
"69",945,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","K001M-04.trs","K001M","MAONZE",239.557,243.37,"g_9;em_12_631;n_31279-n_31280;p_28;#=es_68_2997985;prefix=000945-;[0]=ew_0_5705;[1]=ew_0_5705","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=K001M-04.trs#es_68_2997985",NA,"kura",NA,945,"kura",241.577,241.887,"u",241.667,241.737,241.702,359,1002,""
"70",976,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","K001M-04.trs","K001M","MAONZE",293.287,297.006,"g_9;em_12_646;n_31294-n_31295;p_28;#=es_68_2998754;prefix=000976-;[0]=ew_0_5831;[1]=ew_0_5831","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=K001M-04.trs#es_68_2998754",NA,"kura",NA,976,"kura",294.757,295.107,"u",294.857,294.917,294.887,372,988,""
"71",979,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","K001M-04.trs","K001M","MAONZE",297.006,301.6,"g_9;em_12_647;n_31295-n_31296;p_28;#=es_68_2998871;prefix=000979-;[0]=ew_0_1231559;[1]=ew_0_1231559","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=K001M-04.trs#es_68_2998871",NA,"tu:turu",NA,979,"tu:turu",300.546,301.106,"u",300.846,300.906,300.876,352,1297,""
"72",995,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","K001M-04.trs","K001M","MAONZE",323.692,325.52,"g_9;em_12_654;n_31302-n_31303;p_28;#=es_68_2999418;prefix=000995-;[0]=ew_0_5903;[1]=ew_0_5903","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=K001M-04.trs#es_68_2999418",NA,"kura",NA,995,"kura",324.282,324.612,"u",324.432,324.482,324.457,368,985,""
"73",999,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","K001M-04.trs","K001M","MAONZE",325.52,328.021,"g_9;em_12_655;n_31303-n_31304;p_28;#=es_68_2999499;prefix=000999-;[0]=ew_0_5912;[1]=ew_0_5912","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=K001M-04.trs#es_68_2999499",NA,"puta",NA,999,"puta",326.26,326.51,"u",326.35,326.38,326.365,385,1298,""
"74",1002,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","K001M-04.trs","K001M","MAONZE",328.021,330.334,"g_9;em_12_656;n_31304-n_31305;p_28;#=es_68_2999604;prefix=001002-;[0]=ew_0_5927;[1]=ew_0_5927","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=K001M-04.trs#es_68_2999604",NA,"kura",NA,1002,"kura",330.001,330.291,"u",330.081,330.141,330.111,382,1010,""
"75",1030,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","K001M-04.trs","K001M","MAONZE",354.753,358.348,"g_9;em_12_665;n_31313-n_31314;p_28;#=es_68_3000287;prefix=001030-;[0]=ew_0_6003;[1]=ew_0_6003","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=K001M-04.trs#es_68_3000287",NA,"hurihuri ",NA,1030,"hurihuri ",357.813,358.313,"u",357.873,357.923,357.898,363,953,""
"76",1032,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","K001M-04.trs","K001M","MAONZE",354.753,358.348,"g_9;em_12_665;n_31313-n_31314;p_28;#=es_68_3000300;prefix=001032-;[0]=ew_0_6003;[1]=ew_0_6003","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=K001M-04.trs#es_68_3000300",NA,"hurihuri ",NA,1032,"hurihuri ",357.813,358.313,"u",358.063,358.143,358.103,354,1233,""
"77",1067,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","K001M-05.trs","K001M","MAONZE",0,5.162,"g_8;em_12_446;n_24-n_31101;p_28;#=es_68_2986382;prefix=001067-;[0]=ew_0_1325104;[1]=ew_0_1325104","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=K001M-05.trs#es_68_2986382",NA,"pupuri",NA,1067,"pupuri",2.95,3.35,"u",3.05,3.11,3.08,375,752,""
"78",1068,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","K001M-05.trs","K001M","MAONZE",0,5.162,"g_8;em_12_446;n_24-n_31101;p_28;#=es_68_2986391;prefix=001068-;[0]=ew_0_1325104;[1]=ew_0_1325104","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=K001M-05.trs#es_68_2986391",NA,"pupuri",NA,1068,"pupuri",2.95,3.35,"u",3.19,3.26,3.225,365,777,""
"79",1077,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","K001M-05.trs","K001M","MAONZE",7.864,11.239,"g_8;em_12_448;n_31102-n_31103;p_28;#=es_68_2986623;prefix=001077-;[0]=ew_0_4275;[1]=ew_0_4275","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=K001M-05.trs#es_68_2986623",NA,"kura",NA,1077,"kura",8.714,8.994,"u",8.784,8.854,8.819,354,898,""
"80",1090,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","K001M-05.trs","K001M","MAONZE",23.862,25.737,"g_8;em_12_453;n_31107-n_31108;p_28;#=es_68_2987063;prefix=001090-;[0]=ew_0_4312;[1]=ew_0_4312","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=K001M-05.trs#es_68_2987063",NA,"mutu",NA,1090,"mutu",24.452,24.702,"u",24.532,24.572,24.552,350,1254,""
"81",1097,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","K001M-05.trs","K001M","MAONZE",28.082,30.801,"g_8;em_12_455;n_31109-n_31110;p_28;#=es_68_2987296;prefix=001097-;[0]=ew_0_4326;[1]=ew_0_4326","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=K001M-05.trs#es_68_2987296",NA,"whakatuwherangia",NA,1097,"whakatuwherangia",28.252,29.182,"u",28.582,28.662,28.622,326,1512,""
"82",1100,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","K001M-05.trs","K001M","MAONZE",28.082,30.801,"g_8;em_12_455;n_31109-n_31110;p_28;#=es_68_2987352;prefix=001100-;[0]=ew_0_4328;[1]=ew_0_4328","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=K001M-05.trs#es_68_2987352",NA,"kura",NA,1100,"kura",29.492,29.762,"u",29.562,29.612,29.587,377,919,""
"83",1105,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","K001M-05.trs","K001M","MAONZE",30.801,34.333,"g_8;em_12_456;n_31110-n_31111;p_28;#=es_68_2987456;prefix=001105-;[0]=ew_0_4335;[1]=ew_0_4335","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=K001M-05.trs#es_68_2987456",NA,"kura",NA,1105,"kura",33.171,33.581,"u",33.261,33.331,33.296,363,924,""
"84",1110,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","K001M-05.trs","K001M","MAONZE",37.801,43.442,"g_8;em_12_458;n_31112-n_31113;p_28;#=es_68_2987649;prefix=001110-;[0]=ew_0_4349;[1]=ew_0_4349","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=K001M-05.trs#es_68_2987649",NA,"kura ",NA,1110,"kura ",41.511,41.921,"u",41.591,41.661,41.626,355,895,""
"85",1112,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","K001M-05.trs","K001M","MAONZE",43.442,47.66,"g_8;em_12_459;n_31113-n_31114;p_28;#=es_68_2987733;prefix=001112-;[0]=ew_0_4356;[1]=ew_0_4356","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=K001M-05.trs#es_68_2987733",NA,"kura",NA,1112,"kura",46.432,46.712,"u",46.542,46.582,46.562,369,1119,""
"86",1136,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","K001M-05.trs","K001M","MAONZE",75.709,80.803,"g_8;em_12_468;n_31122-n_31123;p_28;#=es_68_2988506;prefix=001136-;[0]=ew_0_4425;[1]=ew_0_4425","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=K001M-05.trs#es_68_2988506",NA,"hunga",NA,1136,"hunga",76.379,76.869,"u",76.439,76.509,76.474,332,993,""
"87",1139,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","K001M-05.trs","K001M","MAONZE",80.803,84.397,"g_8;em_12_469;n_31123-n_31124;p_28;#=es_68_2988696;prefix=001139-;[0]=ew_0_4442;[1]=ew_0_4442","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=K001M-05.trs#es_68_2988696",NA,"tumuaki",NA,1139,"tumuaki",81.983,82.543,"u",82.093,82.163,82.128,315,1146,""
"88",1140,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","K001M-05.trs","K001M","MAONZE",80.803,84.397,"g_8;em_12_469;n_31123-n_31124;p_28;#=es_68_2988740;prefix=001140-;[0]=ew_0_4445;[1]=ew_0_4445","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=K001M-05.trs#es_68_2988740",NA,"kura",NA,1140,"kura",83.013,83.413,"u",83.083,83.173,83.128,350,896,""
"89",1156,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","K001M-05.trs","K001M","MAONZE",98.233,102.515,"g_8;em_12_475;n_31129-n_31130;p_28;#=es_68_2989387;prefix=001156-;[0]=ew_0_4487;[1]=ew_0_4487","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=K001M-05.trs#es_68_2989387",NA,"whakamuri",NA,1156,"whakamuri",101.353,101.953,"u",101.653,101.713,101.683,377,936,""
"90",1160,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","K001M-05.trs","K001M","MAONZE",105.672,109.797,"g_8;em_12_477;n_31131-n_31132;p_28;#=es_68_2989511;prefix=001160-;[0]=ew_0_4498;[1]=ew_0_4498","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=K001M-05.trs#es_68_2989511",NA,"muri",NA,1160,"muri",107.262,107.522,"u",107.322,107.392,107.357,342,899,""
"91",1166,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","K001M-05.trs","K001M","MAONZE",114.924,118.049,"g_8;em_12_480;n_31134-n_31135;p_28;#=es_68_2989855;prefix=001166-;[0]=ew_0_4529;[1]=ew_0_4529","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=K001M-05.trs#es_68_2989855",NA,"kura",NA,1166,"kura",116.194,116.564,"u",116.264,116.334,116.299,375,935,""
"92",1167,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","K001M-05.trs","K001M","MAONZE",118.049,120.328,"g_8;em_12_481;n_31135-n_31136;p_28;#=es_68_2989895;prefix=001167-;[0]=ew_0_4531;[1]=ew_0_4531","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=K001M-05.trs#es_68_2989895",NA,"puta",NA,1167,"puta",118.119,118.409,"u",118.189,118.259,118.224,398,1015,""
"93",1217,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","K001M-05.trs","K001M","MAONZE",173.781,176.781,"g_8;em_12_498;n_31152-n_31153;p_28;#=es_68_2991976;prefix=001217-;[0]=ew_0_4666;[1]=ew_0_4666","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=K001M-05.trs#es_68_2991976",NA,"kura",NA,1217,"kura",174.771,175.051,"u",174.841,174.901,174.871,355,948,""
"94",1221,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","K001M-05.trs","K001M","MAONZE",178.807,183.354,"g_8;em_12_500;n_31154-n_31155;p_28;#=es_68_2992155;prefix=001221-;[0]=ew_0_4689;[1]=ew_0_4689","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=K001M-05.trs#es_68_2992155",NA,"whakatuwhera",NA,1221,"whakatuwhera",181.617,182.387,"u",181.947,182.007,181.977,307,1427,""
"95",1223,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","K001M-05.trs","K001M","MAONZE",183.354,186.854,"g_8;em_12_501;n_31155-n_31156;p_28;#=es_68_2992192;prefix=001223-;[0]=ew_0_4691;[1]=ew_0_4691","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=K001M-05.trs#es_68_2992192",NA,"muri",NA,1223,"muri",183.804,184.074,"u",183.884,183.944,183.914,364,883,""
"96",1294,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","K001M-05.trs","K001M","MAONZE",258.169,261.888,"g_8;em_12_524;n_31178-n_31179;p_28;#=es_68_2995753;prefix=001294-;[0]=ew_0_4896;[1]=ew_0_4896","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=K001M-05.trs#es_68_2995753",NA,"muri",NA,1294,"muri",260.189,260.509,"u",260.279,260.329,260.304,327,862,""
"97",1319,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","K001M-05.trs","K001M","MAONZE",285.157,287.969,"g_8;em_12_534;n_31188-n_31189;p_28;#=es_68_2996804;prefix=001319-;[0]=ew_0_4976;[1]=ew_0_4976","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=K001M-05.trs#es_68_2996804",NA,"runga",NA,1319,"runga",285.777,286.137,"u",285.837,285.877,285.857,364,1093,""
"98",1324,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","K001M-05.trs","K001M","MAONZE",287.969,295.98,"g_8;em_12_535;n_31189-n_25;p_28;#=es_68_2996904;prefix=001324-;[0]=ew_0_1230922;[1]=ew_0_1230922","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=K001M-05.trs#es_68_2996904",NA,"whakaputa",NA,1324,"whakaputa",288.359,289.049,"u",288.669,288.709,288.689,358,1302,""
"99",1334,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","K001M-06.trs","K001M","MAONZE",296.799,300.152,"g_1944;em_12_165784;n_6847564-n_6847575;p_28;#=es_68_3000676;prefix=001334-;[0]=ew_0_1296374;[1]=ew_0_1296374","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=K001M-06.trs#es_68_3000676",NA,"hunga",NA,1334,"hunga",299.939,300.109,"u",299.979,300.049,300.014,383,1145,""
"100",1342,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","K001M-06.trs","K001M","MAONZE",307.038,309.85,"g_1944;em_12_165794;n_6847597-n_6847607;p_28;#=es_68_3000853;prefix=001342-;[0]=ew_0_1296608;[1]=ew_0_1296608","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=K001M-06.trs#es_68_3000853",NA,"kura",NA,1342,"kura",308.848,309.138,"u",308.938,309.008,308.973,347,964,""
"101",1345,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","K001M-06.trs","K001M","MAONZE",313.116,317.022,"g_1944;em_12_165774;n_6847615-n_6847627;p_28;#=es_68_3000915;prefix=001345-;[0]=ew_0_1296687;[1]=ew_0_1296687","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=K001M-06.trs#es_68_3000915",NA,"mutu",NA,1345,"mutu",313.476,313.926,"u",313.596,313.646,313.621,339,1076,""
"102",1365,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","K001M-06.trs","K001M","MAONZE",352.896,354.6,"g_1944;em_12_165793;n_6847737-n_6847746;p_28;#=es_68_3001198;prefix=001365-;[0]=ew_0_1297049;[1]=ew_0_1297049","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=K001M-06.trs#es_68_3001198",NA,"puta",NA,1365,"puta",353.116,353.366,"u",353.186,353.236,353.211,413,1193,""
"103",1369,"teAkaSegment˜^([^aeiouAEIOU].*)$ teAkaSegment˜^([aeiou])$ teAkaSegment˜^([^aeiouAEIOU].*)$","K001M-06.trs","K001M","MAONZE",0,7.188,"g_1944;em_12_165796;n_6846659-n_6846671;p_28;#=es_68_2993316;prefix=001369-;[0]=ew_0_1296649;[1]=ew_0_1296649","https://labbcat.canterbury.ac.nz/maonze/transcript?transcript=K001M-06.trs#es_68_2993316",NA,"kura",NA,1369,"kura",5.08,5.38,"u",5.15,5.22,5.185,442,822,""
